,ASN,Count,AS_Name,AS_Country
7116,24444,27624,"CMNET-V4HENAN-AS-AP Henan Mobile Communications Co.,Ltd", CN
7117,134810,8707,CMNET-JILIN-AS-AP China Mobile Group JiLin communications corporation, CN
7118,24547,13835,CMNET-V4HEBEI-AS-AP Hebei Mobile Communication Company Limited, CN
7119,9394,221072,CTTNET China TieTong Telecommunications Corporation, CN
7120,9394,221072,"GXBLNET BeiJing Guoxin bilin Telecom Technology Co.,Ltd", CN
7121,24138,15883,CTTNET China TieTong Telecommunications Corporation, CN
7122,45057,3481,CNNIC-TIETONG-AP CHINA TIETONG SHANGHAI, CN
7123,45057,3481,"XMGBNET Golden-Bridge Netcom communication Co.,LTD.", CN
7124,45069,42461,CNNIC-CTTSDNET-AP china tietong Shandong net, CN
7125,38565,4432,NCELL-AS-NP Ncell Pvt. Ltd., NP
7126,46071,932,PIONEER-CDN-AS-IN Pioneer Elabs Ltd., IN
7127,135086,882,AXISBANKLIMITED-AS-AP Axis Bank Limited, IN
7128,134067,2075,UNITI-AS-AP Uniti Wireless Pty Ltd, AU
7129,134067,2075,"EA-AU-AP Electronic Arts, Australia", AU
7130,135092,8604,DHAKATECH-AS-AP Ashraf Uddin t/a Dhaka tech, BD
7131,135607,18349,INFINIVAN-AS-AP Infinivan Incorporated, PH
7132,58923,4837,INTERCLOUDLTD-AS-AP InterCloud ltd, BD
7133,136732,2672,YELLOWNET-AS-AP Yellow Net & Cyber Cafe, BD
7134,132559,1518,GATIK-AS-IN Gatik Business Solutions, IN
7135,58966,2304,BENCHMARK-AS-IN Benchmark Infotech Services Pvt.Ltd., IN
7136,213325,226,SYSHEAD-AS Denis Dokleja trading as Syshead, DE
7137,58895,23765,EBONE1-PK Ebone Network (PVT.) Limited, PK
7138,136238,637,SATLINKPVTLTD-AS-AP SatLink Pvt Ltd, MV
7139,134431,340,NEWSNET-AS-AP News and Entertainment Network Corp, PH
7140,24554,14015,FIVE-NET-AS-IN Fivenetwork Solution India Pvt Ltd Internet, IN
7141,17907,1758,NUSKOPE NuSkope Pty. Ltd., AU
7142,131259,1310,QX-AS-AP QOXY PTE LTD, SG
7143,63570,279,,
7144,133275,35310,GIGANTIC-AS Gigantic Infotel Pvt Ltd, IN
7145,138730,5600,AS-SNSISPL-IN Sns Internet Services Private Limited, IN
7146,58913,1485,,
7147,56050,1185,NEW-SHINE-INTERNET-TH 134 Yenchit Road, TH
7148,38235,22117,MEKONGNET-ADC-AS-AP ANGKOR DATA COMMUNICATION, KH
7149,38566,3062,NTTCT-AS-TH-AP NTTCTNET, TH
7150,53264,8725,NCHC-603, US
7151,136915,301,OR-AS-AP Outer Rim Entertainment, US
7152,135718,3270,DISHAWAVESINFONET-AS DISHAWAVES INFONET PVT. LTD, IN
7153,137386,1555,CW-AS-AP Child Wisdom Limited, HK
7154,137386,1555,"HUALONG3-AS-AP HUALONG TECHNOLOGY DEVELOPMENT CO.,LIMITED", HK
7155,55352,60826,MCPL-IN Microscan Computers Private Limited, IN
7156,138790,592,SST-AS-IN Sankrish Systems And Technologies Pvt Ltd, IN
7157,45905,10047,STARGATE-AS-AP Stargate Communications Ltd., BD
7158,135115,1996,WIMS1-AS-AP Wasiul Islam Mostazir t/a WIMS ONLINE, BD
7159,132422,5583,TELECOM-HK Hong Kong Telecom Global Data Centre, HK
7160,64021,5339,NETWORK-TRANSIT Network-Transit, CN
7161,64021,5339,"KAMATERAINC-AS-AP Kamatera, Inc.", HK
7162,134927,1171,IDEANET-AS Idea Cellular Limited, IN
7163,133269,592,FIBERPIPE-AS-IN Fiberpipe communications pvt. ltd, IN
7164,14163,545,SHEARMAN, US
7165,24295,11153,,
7166,56209,7122,RKINFRATEL-IN R. K. INFRATEL LIMITED, IN
7167,132547,154,SAJAGPRAHARI-AS Sajag Prahari Foundation, IN
7168,134053,2212,EXPL-AS-IN ETHERNET XPRESS PVT. LTD., IN
7169,134293,1057,KUTCHTELELINK-AS-IN Kutch Telelink Private Limited, IN
7170,134672,1184,AQUOZSOLUTIONSINC-AS-AP Aquoz Solutions Inc, PH
7171,134190,1826,IPDC-AS-AP IPDC SOLUTIONS PTE LTD, SG
7172,133001,40391,AIRNETNETWORKS-AS-IN Airnet Cable And Datacom Pvt Ltd, IN
7173,134899,1481,CITYZONE-AS-IN Cityzone Infonet Pvt Ltd, IN
7174,135133,1028,PDPL-AS-AP PI DATA CENTERS PRIVATE LIMITED, IN
7175,198301,450,WKD-AS Workday Limited, IE
7176,200451,225,WD-DUBIT Workday Limited, IE
7177,50794,287,levira Levira AS, EE
7178,35393,2877,EURO-WEB-AS CTS Computers and Telecommunications Systems SAS, FR
7179,28685,3284,ASN-ROUTIT Routit BV, NL
7180,44503,1212,CHARTERHOUSE Charterhouse Voice & Data Ltd., GB
7181,198312,948,SPECTRAGROUP Spectra Group (uk) Ltd, GB
7182,57074,808,Aljarafe_Telecom_SLU Waytel Fibra SL, ES
7183,10780,2940,PURE-STORAGE, US
7184,30889,1663,WAYCOM-AS Waycom International (SASU), FR
7185,198310,326,Pallada-AS Pallada Web Service LLC, RU
7186,34456,2419,RIALCOM-AS Rial Com JSC, RU
7187,41887,8930,PROLOCATION Prolocation B.V., NL
7188,49250,1915,onecentral onecentral B.V., NL
7189,50941,4192,VARGONEN Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anonim Sirketi, TR
7190,12322,6827,PROXAD Free SAS, FR
7191,51207,339,FREEM Free Mobile SAS, FR
7192,48072,4330,ALSATIS-AS sas alsatis, FR
7193,65000,414,-Private Use AS-, ZZ
7194,25472,7586,WIND-AS WIND HELLAS TELECOMMUNICATIONS SA, GR
7195,15975,15588,Hadara-AS Hadara Technologies Private Shareholding Company, PS
7196,44774,456,VAMU-ALLIANCE Alliance LLC, RU
7197,41112,156,Centrcvyastelecom-AS Centrcvyastelecom LLC, RU
7198,198295,154,"BCI JSC ""ER-Telecom Holding""", RU
7199,199571,421,EASTER-EGGS-AS EASTER-EGGS SARL, FR
7200,31477,14148,DUOCAST-AS Duocast B.V., NL
7201,31477,14148,"ES-IPorium-AS Valor Information Technologies, S.L.", ES
7202,42005,2106,LIGHTSTORM-COMMUNICATIONS-SRO-SK-AS LightStorm Communications s.r.o., SK
7203,51013,950,WEBSUPPORT-SRO-SK-AS Websupport s.r.o., SK
7204,25424,1214,,
7205,43352,5151,TELETEK-CLOUD Teletek Bulut Bilisim ve Iletisim Hizmetleri A.S., TR
7206,207693,396,TELEKABEL-AS Telekabel Ltd., HU
7207,57626,636,E-Zorg E-Zorg B.V., NL
7208,57816,292,SAMEN Samen Ertebat Asr Co. (P.J.S.), IR
7209,13231,220,Baharan Baharan PLC, IR
7210,21155,7947,ASN-PROSERVE Signet B.V., NL
7211,59980,580,MIJNDOMEIN Mijndomein Hosting B.V., NL
7212,9110,436,"AGTelecom-AS ""AMT GROUP TELECOM"" Limited Liability Company", RU
7213,198728,74,PanasonicRus OOO Panasonic RUS, RU
7214,58229,123,"Equifax OOO ""Equifax Credit Services""", RU
7215,198700,79,"MPManagement LLC ""M&P Management""", HU
7216,202245,75,DAVOTEL DAVOTEL IPSAT SRLS SEMPLIFICATA, IT
7217,12897,3225,HEAGMEDIANET ENTEGA Medianet GmbH, DE
7218,20904,3014,Netplaza-AS Netplaza Oy, FI
7219,51691,1012,FSOL-AS F-Solutions Oy, FI
7220,60109,201,FSOL-AS-VECTOR F-Solutions Oy, FI
7221,57664,351,FSOL-AS-SOUTH F-Solutions Oy, FI
7222,42772,23877,A1-BY-AS Unitary enterprise A1, BY
7223,200865,477,Tishknet TISHK NET Company for WIMAX technology and Internet Service Limited, IQ
7224,20845,9297,DIGICABLE DIGI Tavkozlesi es Szolgaltato Kft., HU
7225,57657,370,NICOM-AS Nicom Wireless Kft., HU
7226,30836,5086,NET23-AS 23VNet Kft., HU
7227,43711,1840,SZERVERNET-HU-AS Szervernet Ltd, HU
7228,61998,1110,SZERVERPLEXHU SzerverPlex.hu KFT., HU
7229,62292,2256,EZIT-AS EZIT Kft., HU
7230,62292,2256,"URALCHEM-AS Uralchem, JSC", RU
7231,47587,76,VIPCOMP VIP Computer Bt., HU
7232,6279,375,BTN-TWO, US
7233,48832,46342,Zain-Jo Linkdotnet-Jordan, JO
7234,42912,1084,XOLJO Al mouakhah lil khadamat al logesteih wa al itisalat, JO
7235,49029,533,PROLINK-AS PROLINK LLC, UA
7236,25193,170,MAETOK-UA-AS M'yalyk Oleksandr Nychyporovych PP, UA
7237,5589,869,"OPEN-FC-1-AS Public Joint-Stock Company ""Bank Otkritie Financial Corporation""", RU
7238,60598,77,Labirint-AS OOO Upravljajushchaja kompanija Labirint, RU
7239,51444,1142,IT-LITE-NET IT Lite LLC, RU
7240,208677,3573,SBERCLOUD-AS Cloud technology Limited (Ltd.), RU
7241,47586,1867,Business-Svyaz Business-Svyaz LTD, RU
7242,48275,1044,"TSMS-ABKHAZIA-AS Republican Unitary Enterprise ""Abkhazsvyaz""", RU
7243,50313,463,TESLATEL-AS TESLATEL LLC, RU
7244,204361,79,NEO-PHARM-AS NEO-PHARM LLC, RU
7245,57681,1158,ASN-MGTS-USPD2 PJSC Moscow city telephone network, RU
7246,59846,76,FGC-AS PJSC FGC UES, RU
7247,60505,148,TeleNet-Sljudjanka-AS LLC TeleNet Sljudjanka, RU
7248,205675,179,Hybrid-AS Hybrid LLC, RU
7249,205657,81,"SPA-Telecom-AS ""SPA-Telecom"" OOO", RU
7250,15672,2587,TZTELECOM OOO Telecom TZ, RU
7251,56975,640,Metrex-AS Metrex Engineering LTD, RU
7252,60042,899,OnTelecom-AS OnTelecom LLC, RU
7253,205611,234,DM-Basis-AS LLC Basis Auto, RU
7254,205616,160,"BALANCE-AS LLC ""BALANCE-PLATFORM""", RU
7255,61276,583,EKACOD-AS Vichislitelniy Centr Ltd., RU
7256,203714,2420,LLCFlex-AS LLC Flex, RU
7257,48399,2363,AS-LINXDATACENTER Svyaz VSD LLC, RU
7258,200790,241,"RTOWERS-AS JSC ""Russian Towers""", RU
7259,58272,1844,LEADERTELECOMBV-AS LeaderTelecom B.V., NL
7260,60535,77,FavoritTelecom-AS Favorit Telecom LLC, RU
7261,198541,696,MTT-CONNECT-IVANOVO-AS MTT Connect Ltd., RU
7262,199991,76,Cyber-Telecom-AS Cyber-Telecom LTD, RU
7263,35104,31071,"KTC-AS JSC ""Kaztranscom""", KZ
7264,201468,76,Agrosvyaz-AS Agrosvyaz Ltd, RU
7265,207250,77,TheNationalBankoftheKyrgyzRepublicAS The National Bank of the Kyrgyz Republic, KG
7266,205528,81,Midion-AS Midion LLC, RU
7267,207079,78,"LLCGKNOVOTRANS-AS LLC ""GK ""NOVOTRANS""", RU
7268,206965,75,CorporatsiaZNAKAS Corporatsia ZNAK LLC, RU
7269,48188,150,K-ServiceAS K-Service LLC, RU
7270,206385,381,RegionspetssvyazAS Regionspetssvyaz LLC, RU
7271,56495,527,LIDERTELECOM-AS LeaderTelecom Ltd., RU
7272,8818,1964,Tele Greenland, GL
7273,31169,4215,SOGNENETT-AS Sognenett AS, NO
7274,210150,568,vossfiber Voss Fiber AS, NO
7275,48585,823,AS48585 Clevernet GmbH, DE
7276,39441,1310,HABNET Stadtwerke Hammelburg GmbH, DE
7277,203622,354,gsp GSP LLC, AZ
7278,50257,2740,AMOBILE-AS JV A-Mobile Ltd., RU
7279,204496,77,GAGRATEL-AS Gagra Telecom, RU
7280,58094,156,,
7281,202700,156,Kushkhov-AS Individual entrepreneur Kushkhov Azret Ali Alisakhovich, RU
7282,198770,1736,VirtualInfrastructuresLLC-AS Virtual infrastructures Ltd., RU
7283,44937,76,GasNeftetorg-AS GazNeftetorg.ru Ltd, RU
7284,58071,76,RUDN-AS PEOPLES FRIENDSHIP UNIVERSITY OF RUSSIA, RU
7285,24774,408,datathreeAS 3DATA LLC, RU
7286,203517,211,AVILEX-AS Avilex LLC, RU
7287,204231,75,Systematic-AS Systematic Ltd, RU
7288,209773,78,"NewRadio-AS LLC ""Company New Radio""", RU
7289,61991,104,KRAUS-M-AS CJSC KRAUS-M, RU
7290,5429,880,,
7291,34849,270,"RUDN-AS Federal State Institution of Higher Professional Education ""Peoples Friendship University of Russia""", RU
7292,20632,11522,PETERSTAR-AS PJSC MegaFon, RU
7293,62056,78,MIAC-AS State Budgetary Health Care Institution of Arkhangelsk Region - Medical Information and Analytical Centre, RU
7294,210160,74,"Almazergienbank-AS AKB ""Almazergienbank"" JSC", RU
7295,201411,2215,goknet GOKNET iletisim A.S., TR
7296,204291,77,"FavoritBK-AS OOO ""BUKMEKERSKAYA KONTORA ""FAVORIT""", RU
7297,202000,78,"RUSPROD-AS Open Joint-Stock Company ""RUSSKY PRODUCT""", RU
7298,60826,391,"STOLOTO-AS JSC ""TC ""Center""", RU
7299,200644,75,"PROGRESS-AS Joint Stock Company ""Space rocket centre ""Progress""", RU
7300,201569,498,ARSENAL-AS ARSENAL Insurance Company Ltd, RU
7301,5523,1052,"CREDO-TELECOM JSC ""CREDO-TELECOM""", RU
7302,200976,261,Lifestream-AS Lifestream Ltd, RU
7303,49354,237,SIMETRIC TANGO NETWORKS UK LTD, GB
7304,203712,1656,,
7305,31733,298,RYA-AS RYANAIR LIMITED, IE
7306,12676,2460,NCORE-AS HKN GmbH, DE
7307,48176,2591,OOOSET-AS OOO SET, RU
7308,198370,228,JG-ASN Meridian Tech d.o.o., RS
7309,25467,9476,AKTON-AS Akton d.o.o., SI
7310,201047,79,AS198370 Meridian Tech d.o.o., RS
7311,198347,603,Game-Hosting Game-Hosting GH AB, SE
7312,198355,1310,,
7313,62383,296,LDS-AS Lambrechts Data Services VOF, BE
7314,60846,151,NOKIAN-AS Nokian Renkaat OYj, FI
7315,12684,12706,SES-LUX-AS SES ASTRA S.A., LU
7316,34267,881,DEBRYANSK-AS-1 PJSC Rostelecom, RU
7317,42322,750,LLC-ZHANR-AS MTS PJSC, RU
7318,44143,2492,VIPMOBILE-AS Vip mobile d.o.o., RS
7319,31343,1098,Intertelecom Intertelecom Ltd, UA
7320,16116,6392,Pelephone Communications Ltd., IL
7321,48101,975,CallFlow-AS Call Flow Solutions Ltd, GB
7322,57642,227,ADENCF-AS FIGARO CLASSIFIEDS S.A., FR
7323,57633,797,TERANET2 Ariane Network SASU, FR
7324,6821,73803,MT-AS-OWN Makedonski Telekom AD-Skopje, MK
7325,13122,2607,MANX-AS Manx Telecom Trading Ltd, GB
7326,12663,12229,VODAFONE-GROUP Vodafone Italia S.p.A., IT
7327,201917,2528,VF-GROUP-DC1 Vodafone Group Services GmbH, DE
7328,34772,16806,NEOTEL-AS-MK NEOTEL DOO export-import Skopje, MK
7329,57722,952,"ATI-KOS-AS N.SH.T ""ATI-KOS"" sh.p.k", AL
7330,21246,1757,IPKO-AS IPKO Telecommunications LLC, AL
7331,47443,248,QC-AS Velocity1 Limited, GB
7332,207916,301,Velocity1UK Velocity1 Limited, GB
7333,49056,5413,INEL-AS-MK Inel Internacional Dooel Kavadarci, MK
7334,206666,590,multimedia-net MULTIMEDIA-NET DOO SKOPJE, MK
7335,59900,2213,Balkan-Internet-Exchange Balkan Internet Exchange Ltd, BG
7336,44814,3339,"BTEL-BG-AS ""Bulgartel"" EAD", BG
7337,31742,1731,SOTACONNECT Sota Solutions Ltd., GB
7338,52148,653,RACKSRV RackSRV Communications Limited, GB
7339,198484,1403,IL-GOLANTELECOM Golan Telecom Ltd., IL
7340,48093,278,WEBLAND-CORE-NET Webland AB, SE
7341,47623,3892,IIAP-ASNET-AS Institute for Informatics and Automation Problems of National Academy of Sciences of the Republic of Armenia, AM
7342,48504,684,OpenIP OpenIP SAS, FR
7343,29414,6477,ASN-BIAMAN-COM Politechnika Bialostocka, PL
7344,34337,3603,ELPOS Cable TV Elpos Ltd., PL
7345,28748,661,ALPHACRON-AS Marc Pauls (AlphaCron Datensysteme), DE
7346,57660,797,COM4-AS Com4 AS, NO
7347,44067,51,LADOGATELECOM-AS OJSC Ladoga-Telecom, RU
7348,57662,242,"PB-SZ-AS LLC ""CITYGOLD""", RU
7349,196689,745,DIGICUBE01 Digicube sas, FR
7350,49173,673,,
7351,198368,75,ASN-EPROVIDER eProvider AS, NO
7352,31213,3076,MF-NWGSM-AS PJSC MegaFon, RU
7353,31208,5626,MF-CENTER-AS PJSC MegaFon, RU
7354,12912,792,TMPL T-Mobile Polska S.A., PL
7355,44285,11226,SEFROYEKPARDAZENG-AS Sefroyek Pardaz Engineering Co. LTD, IR
7356,35132,3497,Enivest-AS Enivest AS, NO
7357,50796,380,CLEVERNETWORK-ASN KEYYO CleverNetwork SAS, FR
7358,50796,380,"ELIXE-AS Elixe Co.,Ltd", RU
7359,57675,889,SEANET-AS Seabak LLC, AZ
7360,57175,76,az-pmd P.M.D. LLC, AZ
7361,13099,456,AET-AS AzEuroTel J.V., AZ
7362,50371,76,SEANET_IX05 Seabak LLC, AZ
7363,202636,2868,echelon Invermae Solutions SL, ES
7364,203178,9252,cubenode Cubenode System SL, ES
7365,57477,75,monsternet Monsternet Highland Ltd, GB
7366,207630,3612,MEKOS MEKO-S GmbH, DE
7367,50558,151,SYSTEC-AS Rayaneh Pardazan Baran Co. Ltd., IR
7368,199633,74,Faradast Faradast Energy Falat Co. (Private Joint-Stock), IR
7369,5408,10811,GR-NET National Infrastructures for Research and Technology S.A., GR
7370,50428,148,IEO-AS ISTITUTO EUROPEO DI ONCOLOGIA SRL, IT
7371,20857,2461,TRANSIP-AS Transip B.V., NL
7372,49940,1114,FIRABCN-AS FERIA INTERNACIONAL DE BARCELONA, ES
7373,198399,894,FASTCON-AS FASTCON srl, IT
7374,43925,4645,MOLDCELL_AS MOLDCELL S.A., MD
7375,43925,4645,"Anxanet Anxanet Operadors de Xarxes, SL", ES
7376,200640,78,RAZNET-AS SC Raznet SRL, MD
7377,34529,82,GNT-MD-AS GLOBAL NETWORK TECHNOLOGY SRL, RO
7378,29104,4132,THALESGROUP-AS Thales Services SAS, FR
7379,24895,76,EURAJOKI-AS EURAJOEN PUHELIN OSK, FI
7380,24895,76,"INTELLECOM-AS Intellectual Communications, Limited Liability Company", UA
7381,60741,1506,MIZA-AS SC MIZA Group Press SRL, RO
7382,207743,300,ASIDE-AS SC Aside MCD SRL, IT
7383,33983,5536,ARTMOTION-AS ARTMOTION SH.P.K., RS
7384,16376,1746,SYSGROUP-PLC SysGroup plc, GB
7385,49974,1444,BODATA Bo data ApS, DK
7386,3308,7330,TELIANET-DENMARK Telia Company AB, DK
7387,{28885},210,,
7388,57146,1810,STEPCO Stepco B.V, NL
7389,198403,586,MATRIGO-AS Matrigo s.r.o., CZ
7390,16234,493,STAYON NORDVEST FIBER AS, NO
7391,57271,1786,BITWEB-AS BitWeb LLC, RU
7392,25466,4492,LIDERONET Liden Data Internetwork AB, SE
7393,13189,6261,LIDERO Liden Data Internetwork AB, SE
7394,42306,1258,EDERA_Group Edera Group a.s., CZ
7395,34783,349,IPSLA-AS IP SLA INTERNET PROTOCOLE SERVICE LEVAL AGREEMENT SAS, FR
7396,48996,79,CHPG-MC CENTRE HOSPITALIER PRINCESSE GRACE, MC
7397,12963,5931,"VOLZ Scientific -Industrial Firm ""Volz"" Ltd", UA
7398,209912,371,AXAINSURANCE IC AXA INSURANCE PJSC, UA
7399,3252,4935,FBRX-AS Fiberax Networking&Cloud Ltd., GB
7400,25386,1902,"INTERTELECOM-AS ""Inter-Telecom"" LLC", UA
7401,49434,1193,HARMONYHOSTING-AS Harmony Hosting SARL, FR
7402,15404,13986,COLT Technology Services Group Limited, SE
7403,21371,4010,EQUINIX-UK-ASN EQUINIX (SERVICES) LIMITED, GB
7404,43193,426,de-baylfst Bayerisches Landesamt fuer Steuern, DE
7405,209749,85,PKL-AS Polska Kompania Leasingowa sp. z o.o., PL
7406,48956,1887,HYPERNET-AS HyperNET sp. z o.o., PL
7407,44451,397,SKYTEL-AS SKYTEL NETWORKS IRELAND LIMITED, IE
7408,14062,301,AKQA, US
7409,200864,1720,cogitnetas1 Cogitnet Kft., HU
7410,15699,4625,AS_ADAM OGIC Informatica S.L., ES
7411,198171,1333,Hosting90 HOSTING90 systems s.r.o., CZ
7412,57929,76,OCTANIO-1 Octanio Sistemas Informaticos SL, ES
7413,57929,76,"VTB_Insurance-AS Insurance Company VTB Insurance, Ltd", RU
7414,56568,1030,XCOMMUNICATION-AS X-COMMUNICATION LLP, KZ
7415,198561,297,FAS Legal Entity Under Public Law Financial Analytical Service, GE
7416,201789,2269,NETOPS NETOPS LTD., EU
7417,12459,574,UNITED UNITED INTERNET LTD., RS
7418,29182,10455,THEFIRST-AS JSC The First, RU
7419,25151,2320,CYSO-AS Cyso Group B.V., NL
7420,200020,1731,NBIP-AS Stichting NBIP-NaWas, NL
7421,31479,2507,,
7422,57677,191,,
7423,34222,275,,
7424,13188,391415,TRIOLAN CONTENT DELIVERY NETWORK LTD, UA
7425,13036,1208,TMOBILE-CZ T-Mobile Czech Republic a.s., CZ
7426,198440,499,M12Solutions M12 Solutions Ltd, GB
7427,206347,799,RANSTON-AS-1 Wessex Internet Limited, GB
7428,61124,638,Marstons Marston's Telecoms Limited, GB
7429,35549,4042,METRONET-AS A1 Hrvatska d.o.o., HR
7430,35549,4042,"WELLCOM-AS SatTel Corporation, Ltd.", RU
7431,48954,623,AIMES-AS AIMES Management Services Ltd, GB
7432,31512,225,"LOGICA-AS OJSC ""Telecommunications FEZ Nakhodka""", RU
7433,199264,79,XEMU VITOX TELECOM, NL
7434,213371,1706,SQUITTER-NETWORKS SQUITTER NETWORKS, NL
7435,208666,158,ESTROWEB ESTRO WEB SERVICES PRIVATE LIMITED, NL
7436,208666,158,"NETPRO-AS pc3100Plus, s.r.o.", SK
7437,57734,210,FRANCEIX France IX Services SASU, FR
7438,50572,972,ZETUPNET Nordlo Improve AB, SE
7439,{6877},219,,
7440,6877,2674,"AS6877 PJSC ""Ukrtelecom""", UA
7441,49333,330,ROULARTA-MEDIA-GROUP-AS Roularta Media Group, BE
7442,198570,1008,STNB-AS Stadtnetz Bamberg Gesellschaft fuer Telekommunikation mbH, DE
7443,198570,1008,"IKA Ika, trgovsko podjetje, Ziri, d.o.o.", SI
7444,24990,1091,EQUINIX-FR-ASN Equinix France SAS, FR
7445,60572,156,Zenexity-AS ZENEXITY SARL, FR
7446,198594,77,"MPWIK_PULAWY MIEJSKIE PRZEDSIEBIORSTWO WODOCIAGOW I KANALIZACJI ""WODOCIAGI PULAWSKIE"" SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA", PL
7447,39545,3372,FLUIDATA Fluidone Ltd., GB
7448,49158,468,WIFINITY Wifinity Ltd, GB
7449,60590,205,AS-NAXEX-TECH Naxex Technological Development Ltd, BG
7450,201080,593,AS-SCANI SOCIETE COOPERATIVE D'AMENAGEMENT NUMERIQUE ICAUNAISE, FR
7451,47297,958,TK-LINDAU Telekommunikation Lindau (B) GmbH, DE
7452,16047,148,YAR-TT-AS Limited Liability Company YarTranzitTelecom, RU
7453,29513,812,FOLIATEAM Foliateam Operateur SAS, FR
7454,1126,624,VANCIS Vancis Advanced ICT Services, EU
7455,197932,251,TRADINGPOINT Trading.Point Gesellschaft mit beschraenkter Haftung, DE
7456,28787,1529,BAKINTER-AS Baktelekom, AZ
7457,202491,1090,WINET WINET TELECOM SL, ES
7458,57710,560,,
7459,51813,683,DARTEL Joint Stock Company TransTeleCom, RU
7460,203541,74,ATKTVPILLERSEE Kabelfernsehen Pillersee GmbH, AT
7461,14333,2328,ON-RAMP-INDIANA, US
7462,57731,5906,DiViNetworks DiViNetworks LTD., IL
7463,262184,1535,IBW Comunicaciones S.A, CR
7464,262184,1535,"BANCO LAFISE BANCENTRO, S.A", NI
7465,37427,865,Cellcom, GN
7466,22612,9490,NAMECHEAP-NET, US
7467,197685,230,JaguarNetwork-DCforDATA Jaguar Network SAS, FR
7468,210123,1296,,
7469,199853,732,,
7470,199482,663,SANGANET-AS SANGANET TELECOMUNICACIONES SL, ES
7471,198434,535,NETALIA-AS NETALIA S.R.L., IT
7472,24945,4177,ASN-VNTP Telecommunication Company Vinteleport Ltd., UA
7473,198436,1166,GOLDSURF GOLDSURF INTERNET LTD, TR
7474,50071,375,SRDV-AS MTS PJSC, RU
7475,61029,1340,BITENCY-AS Dennis op de Weegh trading as Bitency, NL
7476,38987,793,OST-AS Spoldzielnia Telekomunikacyjna OST, PL
7477,198448,84,MEQA-TELEKOM-AS MEQA-TELEKOM LTD, AZ
7478,60098,1441,INSITINVEST-AS CJSC Insit-Invest, RU
7479,43646,2232,TDF TDF SASU, FR
7480,34058,5676,"LIFECELL-AS Limited Liability Company ""lifecell""", UA
7481,34139,1817,TSINET-AS TSI Service JSC, RU
7482,33874,6223,VFM-AS Vodafone Malta Limited, MT
7483,57763,3661,SELFNET-AS SelfNet Internet Ges.m.b.H., AT
7484,59451,1261,ARABBANK-AS Al-Bank Al-Arabi PLC. CO., JO
7485,8376,95024,Jordan Data Communications Company LLC, JO
7486,50596,2108,ITNET33 Informatsionnye Tekhnologii LLC, RU
7487,31408,273,Orange-Palestine Palestine Telecommunications Company (PALTEL), PS
7488,198508,690,PLUSINE-AS Plusine Systems B.V., NL
7489,58081,376,BCN-AS Baloot Communication Network Private Limited Company, IR
7490,8324,222,URC-AS South Ural State University, RU
7491,13056,1010,RT-TMB-AS PJSC Rostelecom, RU
7492,202588,76,NUROLBANK Nurol Yatirim Bankasi Anonim Sirketi, TR
7493,39739,78,ASIGUZZINI iGuzzini illuminazione s.p.a., IT
7494,43370,978,"OBIT-KZ-AS ""OBIT"" Ltd.", RU
7495,8492,11886,"OBIT-AS ""OBIT"" Ltd.", RU
7496,197075,2884,ACTIVENETWORK-AS Active Network S.p.A., IT
7497,60137,784,,
7498,43281,1007,stepanovic Privredno drustvo za trgovinu i usluge STEPANOVIC & SIPKA, RS
7499,210133,168,mozz-as-infrastructure Privredno drustvo za trgovinu i usluge STEPANOVIC & SIPKA, NL
7500,20521,6910,ASN-BELLNET Bellnet Limited, MT
7501,201711,74,mozz-malta Privredno drustvo za trgovinu i usluge STEPANOVIC & SIPKA, MT
7502,198623,225,ISUMO-UK ISUMO Ltd, GB
7503,60351,903,GEIBIT-AS Geib IT GmbH, DE
7504,28929,699,ASDASD-AS ASDASD srl a socio unico, IT
7505,202237,410,,
7506,8399,2432,SEWAN-FR SEWAN SAS, FR
7507,209104,820,ONTOPAS ON-TOP HUMAN ADVISORS SRL, RO
7508,48266,1640,EPOGEN SC Epogen Media SRL, RO
7509,57732,304,IPPOY-AS Ikaalisten-Parkanon Puhelin Osakeyhtio Ltd, FI
7510,8851,11047,EDGE GCI Network Solutions Limited, GB
7511,51346,17650,"TOJIKTELECOM-AS Opened Joint Stock Company ""Tojiktelecom""", RU
7512,24722,8673,Babilon-AS LLC Babilon-T, RU
7513,208592,1659,AS-AVESTONET LLC Avesto internet, TJ
7514,47241,15735,IV-TELECOM-AS Joint Stock Company TransTeleCom, RU
7515,57794,1978,HCN-01 ELLINIKA DIKTIA KALODION MEPE, GR
7516,25447,5272,JM-DATA JM-DATA GmbH, AT
7517,201704,900,ESOLLERENSE-AS Electrica Sollerense SAU, ES
7518,16839,5408,SNC, US
7519,47794,104774,ATHEEB-AS Etihad Atheeb Telecom Company, SA
7520,48695,21310,ATHEEB-AS Etihad Atheeb Telecom Company, SA
7521,48500,1308,IRPNET-AS Irpinia Net-Com SRL, IT
7522,45015,900,GENY-AS Geny Communications SRL, IT
7523,20912,2622,"ASN-PANSERVICE Giuliano Claudio Peritore trading as ""Panservice s.a.s. di Cuseo Fabrizio & C.""", IT
7524,59413,77,VPG-ASN VPG SAS, FR
7525,41872,6326,FLASHCABLE GIB-Solutions AG, CH
