,ASN,Count,AS_Name,AS_Country
34149,131148,300,BOT-AS-TW Bank Of Taiwan, TW
34150,131148,300,"YUANJHEN-AS-TW Yuan-Jhen Info., Co., Ltd", TW
34151,131148,300,"KH-AS-TW Education Bureau, Kaohsiung City Government, Taiwan", TW
34152,132437,189,SAASPLAZA-NET-CN 10 Anson Road, CN
34153,132440,196,,
34154,9830,14961,SWIFTONLINE-AS-AP SWIFT ONLINE BORDER AS, IN
34155,132441,76,,
34156,55677,532,HTS-AS-ID PT. Hawk Teknologi Solusi, ID
34157,131738,252,IDNIC-GOLDENIT-AS-ID Golden IT, ID
34158,45295,1028,KEPRINET-AS-ID PT. Cipta Informatika Cemerlang, ID
34159,45295,1028,"NUSANTARA-AS-ID Rabik Bangun Nusantara, PT", ID
34160,9412,90,HCDS-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
34161,131368,352,PVOIL-AS-VN Petro Viet Nam Oil Corporation, VN
34162,132423,653,IITB-IN Powai, IN
34163,18233,2977,PTTNET Philippine Telegraph and Telephone Corporation, PH
34164,132454,405,IPS-AS-AP IPS - Keysquare Inc, PH
34165,132454,405,"PLAYVILLAGE-AS-AP PlayVillage Co.,Ltd.", TH
34166,132453,6255,TRIPLE-PLAY-IN TRIPLE PLAY BROADBAND PRIVATE LIMITED, IN
34167,132450,84,NEWERAIT New Era IT Ltd, NZ
34168,131632,271,,
34169,131746,1801,PERMANA-AS-ID PT. Medianusa Permana, ID
34170,132643,418,IDNIC-KPU-AS-ID Komisi Pemilihan Umum, ID
34171,131743,2960,IDNIC-GBA-AS-ID PT GNET BIARO AKSES, ID
34172,132892,1619,,
34173,132462,288,BEMOBILESI-AS-AP Bemobile Solomon Islands Ltd, SB
34174,45447,414,YLESS4U-AS-AP YLess4U Regional Broadband, AU
34175,134640,296,IDNIC-DCI-AS-ID PT DCI Indonesia, ID
34176,58576,704,UE-AS-AP Alinta Asset Management Pty Ltd, AU
34177,56298,232,JETSTARAIRWAYS-AS-AP Jetstar Airways Pty Ltd, AU
34178,38900,237,UNISON-NZ-AP Unison Networks Limited, NZ
34179,58428,72,,
34180,58429,72,,
34181,64073,4269,VETTA Vetta Online Ltd, NZ
34182,134967,462,TQL-AS-AP TopQuality Limited, NZ
34183,55966,205,CNNIC-PSBCNET-AP Post Savings Bank of China, CN
34184,55966,205,"BAIDU Beijing Baidu Netcom Science and Technology Co., Ltd.", CN
34185,55966,205,"GWBN Great Wall Broadband Network Service Co.,Ltd.", CN
34186,55966,205,"GWBN Great Wall Broadband Network Service Co.,Ltd.", CN
34187,55966,205,"GWBN Great Wall Broadband Network Service Co.,Ltd.", CN
34188,132040,2492,VITAL-CT-AP Vital Data Ltd, NZ
34189,132075,442,TMBS-IN Tech Mahindra Business Services Limited, IN
34190,45694,1035,VOL-AS-AP VOL Broadband, IN
34191,58457,227,GITAM-NETWORK-IN Gandhi Nagar, IN
34192,63914,314,STEL-BD SB TEL ENTERPRISES LIMITED, BD
34193,132173,78,STREAMLINK-AS Streamlink Communications, AF
34194,10219,2300,SKYCC-AS-MAIN SKYMEDIA CORPORATION LLC, MN
34195,131248,72,CANL-AS-GOTV GOTV, NC
34196,131248,72,"IDC-CSLOXINFO-AS-TH CS LOXINFO, Internet Data Center Service", TH
34197,38216,410,CSA-AS-AP Cash Services Australia Pty Ltd, AU
34198,4771,45014,SPARKNZ Spark New Zealand Trading Ltd., NZ
34199,134818,72,EGGS-AS-AP Epsom Girls Grammar School, NZ
34200,58400,312,UNNES-AS-ID Universitas Negeri Semarang, ID
34201,27435,23722,OPSOURCE-INC, US
34202,58385,313,BSM-AS-ID PT. Bank Syariah Mandiri, ID
34203,18166,76,STL-AS-AP STERLITE TECHNOLOGIES LTD, IN
34204,139337,340,OZHOSTING-AS-AP Ozhosting.com Pty Ltd, AU
34205,58403,84,BPDDIY-AS-ID Bank Pembangunan Daerah DIY, ID
34206,132094,85,KSOL-AS-AP Kritikos Solutions Pty Ltd, AU
34207,45287,8488,,
34208,134968,765,MAYACYBERWORLD-AS-AP Mizanur Rahman t/a Maya Cyber World, BD
34209,134968,765,"OPENTEXT-AS-AP-IN-HYD Building No.14, MindSpace IT Park, Hi-Tec City", HK
34210,58465,288,CSX-KH 25th Floor Canadia Tower N0. 315 Presh Ang Duong Street, KH
34211,55684,757,UNS-AS-ID Universitas Sebelas Maret, ID
34212,58475,822,UNLAM-AS-ID Universitas Lambung Mangkurat, ID
34213,18394,78,UPI-AS-ID Universitas Pendidikan Indonesia, ID
34214,58545,110,DRC-AS-AP DUBBO REGIONAL COUNCIL, AU
34215,51329,123,CONNET-AS CONNECTION NETWORKS L.P., GB
34216,132712,381,DAIFUKU-ONLINE Daifuku Online, NZ
34217,132730,2964,MBIT-KH Maximum Business Information Technology, KH
34218,132697,415,TBDHOLDINGSLTD-AS-AP TBD Holdings Ltd, NZ
34219,132645,667,IDNIC-PPNS-AS-ID Politeknik Perkapalan Negeri Surabaya, ID
34220,46052,815,EEPIS-AS-ID Politeknik Elektronika Negeri Surabaya, ID
34221,58914,77,PUDDLENETPTYLTD-AS-AP Puddlenet Pty Ltd, AU
34222,46061,1199,AIM-AS-ID PT. Adi Inti Mandiri, ID
34223,55919,151,SUTD-SG 20 Dover Drive Singapore 138682, SG
34224,55651,1376,DBOLICALPTYLTD-AU DBOLICAL PTY LTD, AU
34225,55651,1376,"DASHNET-AS-ID Sumidhaz Permata Bunda, PT", ID
34226,55651,1376,"SKYLINE-AS-ID Skyline Semesta, PT", ID
34227,131332,84,,
34228,133680,2023,SOFTECHINFOSOL-AS SOFTECH INFOSOL PVT. LTD., IN
34229,9303,4718,KCCS-AS-AP KC Computer Service Ltd., NZ
34230,133756,336,SCL-AS-AP Satlan Corporation Limited, NZ
34231,132745,83,COMPUTERCORNERLTD-AS-AP Computer Corner Ltd, NZ
34232,132739,147,SCAFFNETPTELTD-AS-AP Scaffnet Pte Ltd, SG
34233,23791,650,LCV LCV Corporation, JP
34234,59072,71,,
34235,58909,429,ISSPL-IN IBEE Software Solutions Pvt. Ltd., IN
34236,132649,348,ADAUNET-AS-ID PT Adau Putra Network, ID
34237,63516,899,TRANSIX-AS-NET Transhybrid Internet Xchange, ID
34238,132304,470,CLOUDEST-AS-AP CLOUDEST (HK) LIMITED, HK
34239,131388,1725,,
34240,138763,750,PRAVEEN1-AS Praveen Telecom Pvt. Ltd., IN
34241,58922,170,MHPL-AS-AP Microchannel Hosting Pty Ltd, AU
34242,55695,420,UIN-AS-ID Universitas Islam Negeri Sunan Kalijaga Yogyakarta, ID
34243,58933,88,ZEROPORT-AS Zeroport Limited, HK
34244,58916,424,JETSYSTEMSPTYLTD-AS-AP Jet Systems Pty Ltd, AU
34245,4851,3310,HOSTNETWORKS-AS-AU-AP Host Networks, AU
34246,132810,85,TELARUSPTYLTD-AS-AP Telarus Pty Ltd, NZ
34247,58986,380,IDLE2-IN IDLE ANTS MEDIA PRIVATE LIMITED, IN
34248,59216,1351,JRCPL-IN Juxt Consult Research and Consulting Pvt. Ltd., IN
34249,23966,14619,LDN-AS-PK LINKdotNET Telecom Limited, PK
34250,38713,4486,,
34251,134783,1177,ATHKL-AS-AP Amalgamated Telecom Holdings Kiribati Ltd, KI
34252,135604,2248,MSI-AS-AP Sharmin Akter Shilpi t/a M/S. Saiba International, BD
34253,59067,435,,
34254,55359,2860,FLUCCS-AS-AP Fluccs Australia Australian Cloud Provider, AU
34255,132760,213,PROGRESSIONINFONET-AS Progression Infonet Pvt Ltd, IN
34256,45641,560,ADVANTAGE-AS-AP Advantage Computers Ltd, NZ
34257,132652,2857,IDNIC-UNINA-AS-ID PT. Cahaya Buana Raksa, ID
34258,59143,708,IDNIC-WIKA-AS-ID PT. Wijaya Karya, ID
34259,132819,1305,ANSL-AS-AP Aldford Network Solutions Limited, PH
34260,132816,692,SIMPLERCLOUD-AS-AP SimplerCloud Pte Ltd, SG
34261,132753,402,INVENTUM-AS-IN Inventum Technologies Private Limited, IN
34262,58920,119,IPSECPTYLTD-AS-AP IPSec Pty Ltd, AU
34263,133383,151,VANGOV-AS-AP Vanuatu Government, VU
34264,132797,191,VANUATU-AS-AP Vanuatu Internet Exchange (VIX), VU
34265,133384,510,GTCL-AS-AP 5BB Broadband, MM
34266,58954,280,LIPL-IN LEARNSOCIAL.COM INDIA PRIVATE LIMITED, IN
34267,58954,280,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.", TH
34268,132660,990,IDNIC-UNG-AS-ID Universitas Negeri Gorontalo, ID
34269,132862,110,,
34270,132246,82,,
34271,132170,317,EXITRANET1-AS-AP Exitra Sdn. Bhd., MY
34272,59019,2703,,
34273,132867,152,FBSIPL-AS-AP Fidelity Business Services India Private Limited, IN
34274,38894,253,MANAGENET-AS-AU-AP manageNET Pty Ltd hosting services, AU
34275,58944,155,TELIN-HK Telekomunikasi Indonesia International (HongKong) Limited, HK
34276,{138959},155,,
34277,132662,78,IDNIC-LOTTE-AS-ID PT. Lotte Data Communication Indonesia (LDCI), ID
34278,45718,2724,JURAGAN-AS-ID PT Surya Global Teknologi, ID
34279,132664,82,IDNIC-PTMCM-AS-ID PT. Merah Cipta Media, ID
34280,132667,74,IDNIC-UNJA-AS-ID Universitas Jambi, ID
34281,17804,513,LAODC-AS-AP Lao Data Center, LA
34282,17804,513,"CONCEPT-SYD-AU-AP Conceptual Internet Australia, ISP, Sydney", AU
34283,132774,5396,NISSBROADBAND-AS-IN Niss Internet services private limited, IN
34284,58945,494,VCL-AS-AP Virgo Communication Ltd, BD
34285,134529,211,IGW1ASIA-AS-AP 1Asia Alliance Gateway Limited, BD
34286,132663,225,INDOMEDIANET-AS-ID PT Indonesia Media Komunikasi Masyarakat, ID
34287,58946,243,GRAMEEN1-AS-AP GRAMEEN COMMUNICATIONS, BD
34288,23991,2745,RANKS-AS-BD Ranks ITT Ltd., BD
34289,58947,330,SOFTWARE-AS-AP Software Shop Limited, BD
34290,132865,375,GNSL-AS-AP Genius Networks, HK
34291,132871,76,CSIPL-AS-AP Click Software India Pvt. Ltd, IN
34292,132891,86,STM-AS-AP SARFRAZ TEXTILE MILLS (PRIVATE) LIMITED, PK
34293,132891,86,"CLOUDFLARE Cloudflare, Inc.", US
34294,132874,349,UMS-AS-AP Universiti Malaysia Sabah, MY
34295,132878,76,HTMEDIALTD-IN HT Media Ltd., IN
34296,38506,1598,PIKANET-AS-ID PT Pika Media Komunika, ID
34297,132677,84,GARUDAINFORMATIKA-AS-ID PT Garuda Media Informatika, ID
34298,131383,581,PVI-AS-VN PVI Holdings, VN
34299,58958,75,,
34300,59383,1227,DOFASN-AS-AP Office of Finance and Services T/A Department of Finance and Services (NSW), AU
34301,58854,344,KAOPY Kaopu Cloud, CN
34302,58854,344,"IKGLOBAL Beijing Yufeng Technology Co., Ltd.", CN
34303,58854,344,"CNNIC-CHINACACHE-AP Beijing Blue I.T Technologies Co.,Ltd.", CN
34304,132780,363,IITDEL-AS-IN Indian Institute of Technology Delhi, IN
34305,132983,75,REALTIMEDATA-AS Real Time Data Services Pvt Ltd, IN
34306,24435,7286,SUPERNET-PAKISTAN-AS-AP Supernet Limited Transit Autonomous System Number, PK
34307,133333,293,FNPL-AS-AP Frontier Networks Pty Ltd, AU
34308,132670,207,IDNIC-DAGADU-AS-ID PT Aseli Dagadu Djokdja, ID
34309,132887,142,COUNTIESPOWERLTD-AS-AP Counties Power LTD, NZ
34310,58989,152,VORTECH-AS-AP VORTECH BUSINESS SOLUTIONS PTY LTD., AU
34311,134047,296,LIVELINE-AS-IN Live Line Network Technology Pvt Ltd, IN
34312,132881,1580,OMNINETLTD-AS-AP OmniNet Ltd, NZ
34313,131385,104,VTV-AS-VN VTV-, VN
34314,132890,3327,IPCORESDNBHD-AS-AP IP Core Sdn Bhd, MY
34315,132885,465,CDSB-AS-AP CET DEVELOPMENT SDN BHD, MY
34316,132911,70,ECSBIZTECHPVTLTD-IN ECS BIZTECH PVT LTD, IN
34317,139306,168,LEXELSYSTEMSLTD-AS-AP Lexel Systems Ltd, NZ
34318,132843,242,MARKETING-AS-AP Marketing Convergence Inc., PH
34319,132894,858,TPSPL-AS-AP Tech Project Pty Ltd, AU
34320,131454,338,,
34321,9764,2480,DAUM-NET Kakao Corp, KR
34322,132895,946,PCPL-AS-AP Prodigy Communications Pty Ltd, AU
34323,133030,332,ROCKETNETWORKS-AS-AP Rocket Networks Pty Ltd, AU
34324,134684,1488,NSL-AS-AP NetConn Services Ltd, HK
34325,132902,83,INFOTRACKPTYLTD-AS-AP InfoTrack Pty Ltd, AU
34326,132898,673,CHORUS-NZ CHORUS NEW ZEALAND LIMITED, NZ
34327,45733,1110,CIFOR-AS-ID Center For International Forestry Research(CIFOR), ID
34328,134827,196,,
34329,132098,415,NINENETWORKS-KH SATURN HOLDINGS LIMITED, KH
34330,132102,76,ALHGROUP-AU 16 - 20 Claremont Street, AU
34331,56256,168,PERPUSNAS-AS-ID Perpustakaan Nasional RI, ID
34332,137341,154,SOERABAIANETWORKS-AS-ID PT. Sigra Adhi Sejahtera, ID
34333,58473,763,CROSSPOINT-AS-AP Crosspoint Telecommunications Pty Ltd, AU
34334,45723,150,,
34335,132117,169,MOINET-AS-AP Ministry of Interior, TH
34336,45357,248,,
34337,63961,4945,BDREN-UGC-AS-AP Bangladesh Research and Education Network (BdREN), BD
34338,132107,344,CLOUDPOWER-AS Cloudpower Solutions, TH
34339,132107,344,"ISSL-AS IL&FS House, Plot No. 14", IN
34340,131351,371,OCB-AS-VN Orient commercial joint stock bank, VN
34341,58506,168,,
34342,4661,84,PTCLBB-PK PTCL MMBB DATA CENTRE, PK
34343,58479,78,TRISAKTI-AS-ID Trisakti University, ID
34344,131352,76,VNCERT-AS-VN Vietnam Cybersecurity Emergency Response Teams/Coordination Center, VN
34345,58480,313,CIMBNIAGA-AS-ID PT Bank CIMB Niaga Tbk, ID
34346,58480,313,"ASTRA-AS-ID PT. Astra International, Tbk", ID
34347,58484,82,DYNALABS-AS-ID PT. PRATESIS, ID
34348,45302,6386,DESNET-AS-ID PT DES Teknologi Informasi, ID
34349,58492,1142,UNISSULA-AS-ID Universitas Islam Sultan Agung, ID
34350,58976,446,SOPHOS-AS-AP Sophos Technologies Pvt. Ltd, IN
34351,134178,246,UGL-AS-AP United Group Limited, AU
34352,56281,169,PENDAL-AS-AP Pendal Group Limited, AU
34353,56281,169,"VCLOUD Beijing Internet Harbor Technology Co., Ltd", CN
34354,132847,1093,NETSG-AS-AP Network Solutions Group Pty Ltd, AU
34355,56284,351,THEMISSINGLINK-AU The Missing Link, AU
34356,56284,351,"IMIMOBILEINDIA-IN Plot No.770, Road No.44", IN
34357,56286,848,IXTELECOM-MY IX Telecom, MY
34358,133525,252,SERVERMULE-AS-AP Nimbus2 Pty Ltd, AU
34359,45931,420,FETCHTV-AS-AP FetchTV Pty Ltd, AU
34360,23956,16591,AMBERIT-BD-AS AmberIT Limited, BD
34361,9651,283,THECITYBANK-BD Jibon Bima Tower (4th Floor), BD
34362,131442,4328,DIGITALNETWORK-IN Digital Network Associates Pvt Ltd, IN
34363,9811,2491,,
34364,131998,496,TMAUS1-NET-AS-AP Ticketmaster Australasia, AU
34365,134625,901,MMS-AS-ID PT. Maxindo Mitra Solusi, ID
34366,131999,299,LATERAL-PLAINS-AS-AP Lateral Plains Pty Ltd, AU
34367,56257,256,BPPPTI-AS-ID Balai Penyedia dan Pengelola Pembiayaan Telekomunikasi dan Informatika, ID
34368,132858,81,EYEMEDIA-AS-AP Eye Media Australia Pty Ltd, AU
34369,63862,650,PASCALNET-AS-ID PT Pascal Solusi Nusantara, ID
34370,56260,656,PASCAL-AS-ID PT Pascal Indonesia, ID
34371,4795,18859,INDOSATM2-ID INDOSATM2 ASN, ID
34372,45286,232,EDIINDONESIA-AS-ID PT EDI INDONESIA, ID
34373,45286,232,"VARNION-AS-ID Varnion Technology Semesta, PT", ID
34374,45286,232,"CYBER512-AS-ID KOMUNIKA LIMA DUABELAS, PT", ID
34375,45286,232,"INDOTRANS-AS-ID Indotrans Data, PT", ID
34376,133065,87,WELLACT-AS-AP Well-Act Partnership Limited, TH
34377,58375,171,UNUD-AS-ID Universitas Udayana, ID
34378,58371,354,TELERADIOLOGYSOLUTIONS-IN Teleradiology Solutions Pvt. Ltd., IN
34379,58406,72,ISC-AP Internet Systems Consortium, MN
34380,58372,656,MTSPL-AS-AP Unit 6, AU
34381,58377,840,,
34382,132005,491,,
34383,24347,168,INTERGEN-WGTN-AS-NZ Intergen Limted. Internet Service Provider - Wellington NZ., NZ
34384,58442,70,DISHTVINDIA-AS Film City 19, IN
34385,58437,1671,,
34386,18187,928,WIFICITY-AS-AP WifiCity Inc., PH
34387,56212,160,EDGECOMM-PH Edgecomm Total Solutions, PH
34388,131778,510,DINUSTECH-AS-ID PT Dian Nuswantoro Teknologi, ID
34389,135152,336,GNTL-AS-AP Global Network Transit Limited, HK
34390,45326,4692,BBTS-AS-AP Broad Band Telecom Services Ltd, BD
34391,7700,1902,SINGTEL-DVBIP-AS-AP SINGAPORE TELECOMMUNICATIONS LTD, SG
34392,131371,346,BMSC-AS-VN BaoMinh securities company, VN
34393,138145,3425,ADVANCED-AS-AP Advanced Information Company Limited, HK
34394,24168,572,CLOUDMAX-AS-TW Cloudmax Inc., TW
34395,132419,72,BIORAD-AP 1000 Alfred Nobel Drive US, AU
34396,132419,72,"E2E-NETWORKS-IN 282, Sector 19", IN
34397,132472,158,AUCTORIZIUM-SG 70 Bendemeer Road, SG
34398,63498,84,SPA-AS-ID PT. SURYAPUTRA ADIPRADANA, ID
34399,46050,627,JOGJACAMP-AS-ID PT JC Indonesia, ID
34400,9688,423,BORANET-AS-KR LG DACOM Corporation, KR
34401,58648,449,,
34402,58739,348,SECUREBITSPTYLTD-AS-AP Secure Bits Pty Ltd, AU
34403,58737,74,IFIC-BANK-LTD-BD International Finance and Investment Company Limited, BD
34404,138874,708,APINDO-AS-ID PT Anugerah Pratama Indonesia, ID
34405,131760,166,IDNIC-PREMIER-OIL-AS-ID Premier oil Indonesia, ID
34406,2042,668,GCT-HK HK Global Cloud DataCenter, HK
34407,10034,303,GARAK-AS-KR SEOUL AGRICULTURAL MARINE PRODUCTS CORP., KR
34408,10034,303,"HYUNDAIDEPT-AS-KR Hyundai Department Store Co., Ltd.", KR
34409,132473,82,RFGPL-AS-AP RFGPL, AU
34410,38148,417,QIANDRA-AS-ID QIANDRA INFORMATION TECHNOLOGY PT, ID
34411,138007,217,LENOVO-AS-AP LENOVO (AUSTRALIA & NEW ZEALAND) PTY LIMITED, AU
34412,58932,77,PWC-AS-AP Palau Wifi Corporation, PW
34413,131475,327,SIT-AS-AP Singapore Institute of Technology, SG
34414,132494,247,UTHM-AS-AP Universiti Tun Hussein Onn Malaysia, MY
34415,58744,852,BODYTRACE-HK Mirror Tower, HK
34416,131757,76,IDNIC-CYBERK-AS-ID Koperasi PRIMKOKAS, ID
34417,131379,78,OCEANBANK-AS-VN Ocean Commercial Joint Stock Bank, VN
34418,131372,78,VIVAS-AS-VN VIVAS-, VN
34419,135286,221,SDMTL-AS-AP Star Digital MUDs TV Limited, KH
34420,131749,366,MEDIAINDOCYBER-AS-ID PT. Arthatama Adhiprima Persada, ID
34421,132497,4953,DNA-AS-AP DIGITAL NETWORK ASSOCIATES PRIVATE LIMITED, IN
34422,133109,202,DELTA-BD Delta, BD
34423,58749,74,DELTA-BD Delta, BD
34424,58752,75,DELTA-IIG-BD Delta Infocom Limited., BD
34425,58752,75,"MILLERFORD-AS 150 Orchard Road #06/16, ORchard Plaza", SG
34426,58953,148,DELTA-BD Delta, BD
34427,56124,207,GETNET-IN Mousumi Apartment 56 Sreenagar Main Road, IN
34428,131754,73,IDNIC-UNMUL-AS-ID Universitas Mulawarman, ID
34429,132502,72,BBL-AS-AP Payment Gateway of Bangladesh, BD
34430,132507,212,HIISPL-AS-AP Helios IT Infra Solutions P Ltd, IN
34431,53727,1899,NETSYS-GLOBAL-AS, US
34432,139457,378,IDNIC-ANTMEDIAHOST-AS-ID PT Semut Data Indonesia, ID
34433,63554,151,JPXXJSFW JiuPeng Network Co.Ltd, CN
34434,131911,800,,
34435,139427,3066,VERDNETWORK-AS-ID PT Lintas Persada Optika, ID
34436,134252,77,TELLUSYS-AS-IN Tellusys Info Pvt Ltd, IN
34437,134503,214,FLASH-FIBRES-AS-AP Flash Fibres, AU
34438,134513,432,GDIPL-AS-AP GIESECKE AND DEVRIENT INDIA PRIVATE LIMITED, IN
34439,131268,247,SCRC-NETWORK-AS-AP Sunshine Coast Regional Council, AU
34440,134509,672,ONETOALL-AS-AP 1-TO-ALL COMPANY LIMITED, TH
34441,58696,164,HB-AU 100 Whale Beach Road, AU
34442,9430,4508,,
34443,134286,300,NETFORCHOICE-AS Net for Choice, IN
34444,134521,780,,
34445,63399,2979,DIALPAD, US
34446,134735,247,NORTHSYDNEYIT-AS-AP ADVANCED COMPUTING SOLUTIONS PTY LTD (T/A NORTH SYDNEY I.T), AU
34447,134735,247,"NTTCT-AS-AP NTT Communications (Thailand) Co., Ltd. (Yangon Branch)", MM
34448,63884,76,IDNIC-STAINKUDUS-AS-ID Sekolah Tinggi Agama Islam Negeri (STAIN) Kudus, ID
34449,134869,500,DHLBROADBAND-AS DHL BROADBAND NET P LIMITED, IN
34450,134524,76,LCIL-AS-AP LinkNet Communication International Limited, HK
34451,125,2585,HI-NET-AS, US
34452,64020,161,AIA-ID PT. AIA FINANCIAL, ID
34453,62597,8499,NSONE, US
34454,136468,326,NSONEINC-AP NSONE INC., US
34455,133624,1172,EVOLUTIONSYSTEMS-AS-AP EVOLUTION SYSTEMS PTY LIMITED, AU
34456,133930,1260,TESSERENT-AS-AP Tesserent Pty Ltd, AU
34457,133360,530,IDNIC-AWINET-AS-ID PT Awinet Global Mandiri, ID
34458,17922,1524,INDOSAT-INP INDOSAT Internet Network Provider, ID
34459,133364,84,IDNIC-PNJ-AS-ID Politeknik Negeri Jakarta, ID
34460,133361,321,IDNIC-UNPAR-AS-ID Universitas Katolik Parahyangan, ID
34461,133627,166,APEAGERSLTD-AS-AP A.P.Eagers Ltd, AU
34462,133274,76,MPONLINELTD-AS-IN MPOnline Ltd, IN
34463,133273,77,TISS-AS Tata Institute of Social Sciences, IN
34464,135081,943,NTRP-AS-AP RP Global, HK
34465,134327,276,FUTURISTICIDC-AS Futuristic Idc Pvt Ltd, IN
34466,131091,1628,GSS-AS-AP GSS Global, HK
34467,132581,1729,VICTRACK-AS-AP VICTORIAN RAIL TRACK, AU
34468,55994,999,,
34469,132831,360,EZINET-AS-AP EziNET Limited, TO
34470,131170,128,EFINOC-AS-AP Electronics For Imaging India Private Limited, IN
34471,131171,252,S-TECH-AS-AP S-Tech LTD., PH
34472,131182,378,CROSSPOINT-AS-AP Crosspoint Telecommunications Pty Ltd, AU
34473,132968,1014,KPMG-AS KPMG, IN
34474,132905,322,ADDU-AS-AP AS number of Ateneo de Davao University, PH
34475,133276,1151,BIRLASOFT-AS Birlasoft IndiaLtd., IN
34476,59094,540,S2-NET esu2 Corporation, JP
34477,63494,415,INNOVATION-AS-ID PT Inovasi Jaringan Nusantara, ID
34478,4642,1728,CATHAYPACIFIC-AS-AP Cathay Pacific Airways Ltd., HK
34479,23767,3364,A-STAR-AS-AP A-STAR, SG
34480,131226,74,IITR-AS-AP Indian Institute Of Technology Roorkee, IN
34481,56068,453,LIGHTSPEED-TECHNOLOGY-AS-AP Lightspeed Technology Group Limited, NZ
34482,133597,4144,MAXTECH-AS Max tech media and communications pvt ltd, IN
34483,134217,207,ASIT-AS-AP Australian Support Pty Ltd, AU
34484,133633,420,MULTITECHONLINE-BD MultiTech Online, BD
34485,133633,420,"CHUNWONHK-AS-AP CHUNWON(HK) TECHNOLOGY CO., LIMITED", HK
34486,133633,420,"OITCL-AS-AP ONWAH INFORMATION TECHNOLOGY CO., LIMITED", HK
34487,131458,688,WILLIAMSLEA-AS-AP WILLIAMS LEA INDIA PRIVATE LIMITED, IN
34488,131458,688,"VCPL-IN 88c, Race Course Road, Coimbatore 641018", IN
34489,133006,292,PEGABLR-AS Pega Systems Worldwide India Pvt Ltd, IN
34490,133716,152,SSNETCOM-AS SS NetCom Pvt. Ltd., IN
34491,9468,574,IBLLC-HK INTERACTIVE BROKERS LLC, HK
34492,38524,4874,,
34493,133326,563,RIN-AS-AP Sabervox, AU
34494,137591,207,ITECHHIVE-AS ITECH HIVE PVT. LTD, IN
34495,131189,216,LIVECOMLIMTED-AS-AP Livecom Limited, HK
34496,131189,216,"FAI-AS-IN FIRST AMERICAN INDIA PVT LTD., IT ENABLED SERVICES,INDIA", IN
34497,133158,961,WELLPOWER-AS-AP WELL-POWER Tech Corp, TW
34498,38609,401,AMDATEX-PH-AS American Data Exchange Corporation Ltd., PH
34499,139606,150,CLOUDALLIANCE-IX Internet Service Provider - Cloud Alliance, HK
34500,133198,369,,
34501,59167,276,HELM-AS Helm consultants pvt ltd, IN
34502,63846,78,SGS-AS-AP SGS ASIA PACIFIC LIMITED, PH
34503,133591,281,INTERGLOBE-AS-IN Interglobe Enterprises. Ltd, IN
34504,55741,491,WBSDC-NET-IN West Bengal Electronics Industry Development, IN
34505,138315,349,CLCPL-AS Countrylink Communiction Pvt Ltd, IN
34506,133698,720,ADITYABIRLA-AS Aditya Birla Nuvo Ltd, IN
34507,133636,77,FISHEYELIMITED-AS-AP Fisheye Limited, NZ
34508,7561,224,SAMSUNGELEC-AS-KR Samsung Electronics Co., KR
34509,57567,758,DUMARCA Dumarca Services Limited LLC, MT
34510,63503,130,IDNIC-NADYNE-AS-ID PT. Nadyne Media Tama, ID
34511,63878,312,VICTORYNET-AS-ID PT Victory Network Indonesia, ID
34512,133864,174,OPER8-AS-AP Oper8 Pty Ltd, AU
34513,133864,174,"IQIYI-AS-AP Beijing IQIYI Science & Technology Co., Ltd.", CN
34514,133730,332,ADVATEL-WIRELESS-AS-AP Advatel Wireless Pty Ltd, AU
34515,133729,72,EQUINOXLIMITED-AS-AP Equinox Limited, NZ
34516,134858,2327,IFORENETWORKS-AS-IN iForce Networks, IN
34517,198723,215,UNI-READING University of Reading, GB
34518,133694,608,EMAXGLOBAL-AS EMAX GLOBAL MEDIA PVT. LTD, IN
34519,133737,453,SWARH-AS-AP BARWON HEALTH trading as SOUTH WEST ALLIANCE OF RURAL HEALTH (SWARH), AU
34520,63919,797,JETP-AU Jeanneret Electrical Technologies P/L, AU
34521,59267,781,DITECH-AU DITECH SYSTEMS PTY LTD, AU
34522,133755,169,AIABHD-AS-AP AIA Bhd., MY
34523,135792,516,SYSWALL-AS Syswall Telecom Pvt. Ltd., IN
34524,59256,830,ANSASERVERS Aus Net Servers Australia Pty Ltd, AU
34525,45193,486,AS45193 FSM Telecommunications Corporation, FM
34526,133700,965,GLEAM-AS Gleam Worldwide Services Pvt Ltd., IN
34527,133638,552,TRACKNET-AS-IN TrackNet services Pvt Ltd, IN
34528,133552,72,BMS-BNG-IN B.M.S College Of Engineering, IN
34529,132840,741,NSL-AS-AP Neos Systems Limited, NZ
34530,63826,168,,
34531,132057,349,RHL-28-AS-HK REDI Technologies Hong Kong Limited, HK
34532,132057,349,"TV5-PH 762 Quirino Highway, San Bartolome", PH
34533,63883,454,IDNIC-CLOUDSERVERS-AS-ID PT Senosan Multi Artha, ID
34534,63504,76,IDNIC-PANCADHARMA-ID Yayasan Panca Dharma, ID
34535,63506,77,IDNIC-BASARNAS-AS-ID Badan SAR Nasional, ID
34536,63517,84,SURYAAM-AS-ID PT Surya Anugrah Mulya, ID
34537,133751,86,,
34538,131706,6086,TERABIT-AS-ID PT SELARAS CITRA TERABIT, ID
